pid,smiles,dens_clean
P373469,*Oc2cc1ccccc1cc2C(=O)Nc8ccc(NC(=O)c4cc3ccccc3cc4Oc7nc(*)nc(Nc6ccc5ccccc5c6)n7)cc8,1.19
P373843,*Oc8ccc7nc6c5ccc(c4ccc3c(=O)n2c1ccc(*)cc1nc2c3c4)cc5c(=O)n6c7c8,1.361
P373844,*Oc9ccc(Oc8ccc7c(=O)n6c5ccc(Oc4ccc3nc2c1ccc(*)cc1c(=O)n2c3c4)cc5nc6c7c8)cc9,1.357
P373845,*Oc1ccc6c(c1)nc7c5cc4c(=O)n3c2cc(*)ccc2nc3c4cc5c(=O)n67,1.416
P373846,*Oc8ccc7c(=O)n6c5ccc(Oc4ccc3nc2c1ccc(*)cc1c(=O)n2c3c4)cc5nc6c7c8,1.379
P373847,*c1ccc7c(c1)c(=O)n8c6cc(Oc2ccc4c(c2)nc5c3cc(C(*)(C(F)(F)F)C(F)(F)F)ccc3c(=O)n45)ccc6nc78,1.408
P390089,*OC(=O)CCCCC(=O)OCCNC(=O)CCCCC*,1.1549999999999998
P390090,*OC(=O)c1ccc(C(=O)OCCNC(=O)CCCCC*)cc1,1.1715
P390091,*OC(=O)CCCCC(=O)OCCCCCC(=O)NCCNC(=O)CCCCC*,1.1755
P390092,*OC(=O)c1ccc(C(=O)OCCCCCC(=O)NCCNC(=O)CCCCC*)cc1,1.214
P390093,*OC(=O)c1ccc(C(=O)OCCCCCC(=O)NCCCCCCNC(=O)CCCCC*)cc1,1.147
P390094,*OC(=O)c1ccc(C(=O)OCCCCCC(=O)Nc2ccc(NC(=O)CCCCC*)cc2)cc1,1.1564999999999999
P390095,*OC(=O)CCCCC(=O)OCCCCCC(=O)Nc1ccc(NC(=O)CCCCC*)cc1,1.12
P390205,*Oc4ccc3cc(OC(=O)c2ccc(NC(=O)c1ccc(C(*)=O)cc1)cc2)ccc3c4,1.26
P390206,*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(=O)*)cc4)cc3)cc2)cc1,1.36
P390207,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(NC(=O)c4ccc(C(=O)*)cc4)cc3)cc2)cc1,1.21
P390208,*Oc1ccc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)*)cc3)cc2)cc1,1.26
P390209,*Oc1cc(OC(=O)c2ccc(NC(=O)c3ccc(C(=O)*)cc3)cc2)ccc1,1.13
P400006,*NNC(=O)c1cc(C(=O)*)ccc1,1.443
P400009,*NNC(=O)c1cc(C(=O)NNC(=O)c2ccc(C(=O)*)cc2)ccc1,1.452
P400013,*NC(=O)CCCCC(=O)NCCCP(CCCCCCCC)CCC*,1.08
P400078,*N1CCN(C(=O)CCC=CCCC(=O)*)CC1,1.255
P400079,*NC(=O)c1cc(C(=O)O)c(C(=O)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1C(=O)O,1.2705
P400083,*NC(C(=O)OCC(C)C)CC(=O)*,1.1724999999999999
P400093,*NC(C)(C)C(=O)*,1.057
P400095,*NC(CCC(=O)OCCCCCCCCCC)C(=O)*,1.03
P400096,*NC(CCC(=O)OCCCCCCCCCCCC)C(=O)*,1.01
P400097,*NC(=O)C(CCC(=O)OCCCCCCCCCCCCCC)*,1.0205
P400098,*NC(CCC(=O)OCCCCCCCCCCCCCCCC)C(=O)*,1.048
P400099,*NC(CCC(=O)OCCCCCCCCCCCCCCCCCC)C(=O)*,1.052
P400101,*NC(CC1=CNC=N1)C(=O)*,1.495
P400113,*NC(=O)c4ccc(C(=O)Nc1ccc3c(c1)[nH]c(=O)c2cc(*)ccc23)cc4,1.49
P400126,*NC(=O)CCC(C)CC*,1.08
P400184,*NCCCP(c1ccccc1)CCCNC(=O)CCCCCCCCC(=O)*,1.102
P400185,*NCCCP(c1ccccc1)CCCNC(=O)C(=O)*,1.208
P400187,*NCCCP(CCCCCCCC)CCCNC(=O)C(=O)*,1.086
P400200,*N(CCCCCC)C(=O)*,1.0
P400283,*NC(=O)CCC(C(=O)OCc1ccccc1)*,1.225
P400284,*NC(C(=O)OC)CCC(=O)*,1.16
P400285,*NC(=O)C(CCCNC(=O)c1ccccc1)*,1.26
P400286,*NC(CCCNC(=O)c1ccc(F)cc1)C(=O)*,1.24
P400287,*NC(CCCNC(=O)c1ccc(Cl)cc1)C(=O)*,1.3250000000000002
P400288,*NC(CCCNC(=O)c1ccc(Br)cc1)C(=O)*,1.53
P400290,*Nc1cc(NC(=O)c2ccc(C(=O)*)cc2)c(C)cc1,1.304
P400291,*NCCC(=O)NCCCCC(=O)NCCCCCCC(=O)*,1.255
P400292,*NC(=O)CCNC(=O)CCCCNC(=O)CCCCCC*,1.2599999999999998
P400293,*NC(CC(=O)OCc1ccc(C)cc1)C(=O)*,1.275
P400294,*NC(=O)CNC(=O)CCCCCCCCCCC*,1.109
P400295,*NCNC(=O)CCCCCC(=O)*,1.2349999999999999
P400296,*NCNC(=O)CCCC(=O)*,1.335
P400297,*NCNC(=O)CCCCCCC(=O)*,1.245
P400298,*NCNC(=O)CCCCCCCCCCC(=O)*,1.1400000000000001
P400299,*NCCCCNC(=O)CC(=O)*,1.324
P400300,*NCCCCCCNC(=O)CC(=O)*,1.1785
P400301,*NCCCCCCCCNC(=O)CC(=O)*,1.1520000000000001
P400302,*NCCCCCCCCCNC(=O)CC(=O)*,1.159
P400303,*NCCCCCCCCCCCCNC(=O)CC(=O)*,1.084
P400307,*NC(C(=O)OC)CC(=O)*,1.36
P400308,*NC(C(=O)OCC)CC(=O)*,1.26
P400309,*NC(C(=O)OCCCC)CC(=O)*,1.1749999999999998
P400310,*NC(C(=O)OCCCCCC)CC(=O)*,1.0666666666666667
P400311,*NC(C(=O)OCCCCCCCC)CC(=O)*,1.06
P400312,*NC(C(=O)OCCCCCCCCCCCC)CC(=O)*,0.99
P400313,*NC(C(=O)OCCCCCCCCCCCCCCCCCC)CC(=O)*,1.03
P400315,*NC(C)C(=O)NCCCCCCCCCCC(=O)*,1.0805
P400316,*NC(=O)CCC(=O)NCCCCCCCC*,1.21
P400317,*NC(=O)CCC(=O)NCCCCCCCCCC*,1.19
P400318,*NC(=O)CCC(=O)NCCCCCCCCCCCC*,1.17
P400319,*NC(=O)C(CC(=O)OCCCc1ccccc1)*,1.24
P400320,*NCCNC(=O)C(OC)C(OC)C(=O)*,1.295
P400321,*NCCCCNC(=O)C(OC)C(OC)C(=O)*,1.2349999999999999
P400322,*NCCCCCCNC(=O)C(OC)C(OC)C(=O)*,1.16
P400323,*NCCCCCCCCNC(=O)C(OC)C(OC)C(=O)*,1.18
P400360,*N(C)C(=O)CCCCCCCCC(=O)N(C)CCCCCCCCCC*,1.02
P402001,*NC(C(=O)OCCCCCCCCCCCCCCCCCCCCCC)CC(=O)*,1.01
P402015,*NC(CCCCSC)C(=O)*,1.26
P402056,*NC(=O)C=CC(=O)Nc1cc(C=CC(=O)C=Cc2cc(*)ccc2)ccc1,1.16
P402057,*NC(=O)c1cc(C(=O)Nc2cc(C=CC(=O)C=Cc3cc(*)ccc3)ccc2)ccc1,1.21
P402058,*NC(=O)c1ccc(C(=O)Nc2cc(C=CC(=O)C=Cc3cc(*)ccc3)ccc2)cc1,1.22
P402128,*NCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)*,1.004
P402222,*NCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)*,1.02
P402224,*NC(=O)c6ccc(C(=O)Nc5ccc(C4(c1ccc(*)cc1)c2ccccc2c3ccccc34)cc5)cc6,1.2408000000000001
P402225,*NC(=O)c6cc(C(=O)Nc5ccc(C4(c1ccc(*)cc1)c2ccccc2c3ccccc34)cc5)ccc6,1.2422
P402226,*NC(=O)c6cc(C(=O)Nc5ccc(C4(c1ccc(*)cc1)c2ccccc2c3ccccc34)cc5)cc(C(C)(C)C)c6,1.1756
P402237,*NC(=O)c1ccc(C(=O)Nc2ccc(C(C(F)(F)F)(C(F)(F)F)c3ccc(*)cc3)cc2)cc1,1.4129
P402238,*NC(=O)c1cc(C(=O)Nc2ccc(C(C(F)(F)F)(C(F)(F)F)c3ccc(*)cc3)cc2)ccc1,1.4077
P402239,*NC(=O)c1cc(C(=O)Nc2ccc(C(C(F)(F)F)(C(F)(F)F)c3ccc(*)cc3)cc2)cc(C(C)(C)C)c1,1.30065
P402241,*NC(=O)c1cc(C(=O)Nc2ccc(C(=O)c3ccc(*)cc3)cc2)ccc1,1.3225
P402242,*NC(=O)c1cc(C(=O)Nc2ccc(C(=O)c3ccc(*)cc3)cc2)cc(C(C)(C)C)c1,1.2178
P402432,*c8ccc7c(=O)n6c5ccc(c4ccc3nc2c1ccc(C(*)(C(F)(F)F)C(F)(F)F)cc1c(=O)n2c3c4)cc5nc6c7c8,1.391
P430021,*c8ccc(NC(=O)c7cccc(C(=O)Nc6ccc(n5c(=O)c4ccc(C(=O)Oc3ccc(OC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4c5=O)cc6)c7)cc8,1.5
P430045,*c4ccc(Oc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4,1.413
P430245,*CC(=O)Nc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3,1.397
P430246,*CC(=O)Nc4ccc(Cc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4,1.2891
P430247,*CC(=O)Nc4ccc(S(=O)(=O)c3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4,1.329
P430248,*CC(=O)Nc4ccc(Oc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4,1.362
P430249,*CC(=O)Nc5ccc(Oc4ccc(Oc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4)cc5,1.33125
P430250,*CC(=O)Nc5ccc(Oc4cccc(Oc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)c4)cc5,1.338
P430251,*c4ccc(C(=O)Nc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4,1.3123333333333334
P430252,*c5ccc(C(=O)Nc4ccc(Oc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4)cc5,1.37
P430364,*c4ccc(Cc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)cc4,1.344
P432188,*c5cc(C(=O)Nc4ccc(C(c3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)(C(F)(F)F)C(F)(F)F)cc4)ccc5C,1.395
P432189,*c8cccc(C(=O)Nc7ccc(C(c6ccc(NC(=O)c5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)cc6)(C(F)(F)F)C(F)(F)F)cc7)c8,1.427
P432190,*c8cc(C(=O)Nc7ccc(C(c6ccc(NC(=O)c5ccc(C)c(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)cc6)(C(F)(F)F)C(F)(F)F)cc7)ccc8C,1.399
P432191,*c8cc(C(=O)Nc7c(C)cc(c6cc(C)c(NC(=O)c5ccc(C)c(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c(C)c6)cc7C)ccc8C,1.286
P432192,*c8cc(C(=O)Nc6cccc7c(NC(=O)c5ccc(C)c(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)cccc67)ccc8C,1.363
P432193,*c8cccc(C(=O)Nc7ccc(C(c6ccc(NC(=O)c5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5C)cc6)(C(F)(F)F)C(F)(F)F)cc7)c8C,1.405
P432194,*C(=O)Nc7ccc(C(c6ccc(NC(=O)c5ccc4c(=O)n(c3c(C)cc(C)c(n2c(=O)c1ccc(*)cc1c2=O)c3C)c(=O)c4c5)cc6)(C(F)(F)F)C(F)(F)F)cc7,1.351
P432195,*C(=O)Nc8ccc(C(c7ccc(NC(=O)c6ccc5c(=O)n(c4ccc(c3ccc(n2c(=O)c1ccc(*)cc1c2=O)c(OC)c3)cc4OC)c(=O)c5c6)cc7)(C(F)(F)F)C(F)(F)F)cc8,1.408
P432196,*C(=O)Nc8ccc(C(c7ccc(NC(=O)c6ccc5c(=O)n(c4c(C)cc(c3cc(C)c(n2c(=O)c1ccc(*)cc1c2=O)c(C)c3)cc4C)c(=O)c5c6)cc7)(C(F)(F)F)C(F)(F)F)cc8,1.31
P432197,*C(=O)Nc%10ccc(C(c9ccc(NC(=O)c8ccc7c(=O)n(c5c(C)cc(c3cc(C)c(n2c(=O)c1ccc(*)cc1c2=O)c4ccccc34)c6ccccc56)c(=O)c7c8)cc9)(C(F)(F)F)C(F)(F)F)cc%10,1.307
P432198,*C(=O)Nc8ccc(C(c7ccc(NC(=O)c6ccc5c(=O)n(c3cccc4c(n2c(=O)c1ccc(*)cc1c2=O)cccc34)c(=O)c5c6)cc7)(C(F)(F)F)C(F)(F)F)cc8,1.404
P432199,*C(=O)Nc8cc(C(c7cc(C)c(C)c(NC(=O)c6ccc5c(=O)n(c3cccc4c(n2c(=O)c1ccc(*)cc1c2=O)cccc34)c(=O)c5c6)c7)(C(F)(F)F)C(F)(F)F)cc(C)c8C,1.353
P432251,*c4ccc(C(=O)Nc3cccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)c3)cc4,1.2149999999999999
P432374,*CC(=O)Nc5ccc(Oc4c(F)c(F)c(Oc3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)c(F)c4F)cc5,1.4301
P432375,*CC(=O)Nc7ccc(C6(c3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)c4ccccc4c5ccccc56)cc7,1.2581
P432376,*CC(=O)Nc8ccc(C7(c4ccc(NC(=O)Cn3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)c5ccccc5c6ccccc67)cc8,1.2864
P432447,*c3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3,1.46
P432448,*c4ccc(c3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)c(C)c3)cc4©,1.306
P432449,*c4c(C)cc(c3cc(C)c(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)c(C)c3)cc4©,1.241
P433667,*c%13ccc(Sc%12ccc(Oc%11ccc(Sc%10ccc(n9c(=O)c8ccc(C(=O)Nc7ccc(C6(c3ccc(NC(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3)c4ccccc4c5ccccc56)cc7)cc8c9=O)cc%10)cc%11)cc%12)cc%13,1.239
